id,clave,name,descripcion
__export__.unidadesmedida_L88,L88,ton short per day,
__export__.unidadesmedida_L89,L89,ton short per hour degree Fahrenheit,
__export__.unidadesmedida_L90,L90,ton short per hour psi,
__export__.unidadesmedida_M88,M88,tonne per month,Unit tonne divided by the unit month.
__export__.unidadesmedida_M89,M89,tonne per year,Unit tonne divided by the unit year with 365 days.
__export__.unidadesmedida_M90,M90,kilopound per hour,1000-fold of the unit of the mass avoirdupois pound according to the avoirdupois unit system divided by the unit hour.
__export__.unidadesmedida_J33,J33,microgram per kilogram,
__export__.unidadesmedida_L32,L32,nanogram per kilogram,
__export__.unidadesmedida_NA,NA,milligram per kilogram,
__export__.unidadesmedida_M29,M29,kilogram per kilogram,
__export__.unidadesmedida_M91,M91,pound per pound,Proportion of the mass consisting of the avoirdupois pound according to the avoirdupois unit system divided by the avoirdupois pound according to the avoirdupois unit system.
__export__.unidadesmedida_MQS,MQS,cubic metre per second,
__export__.unidadesmedida_MQH,MQH,cubic metre per hour,
__export__.unidadesmedida_40,40,millilitre per second,
__export__.unidadesmedida_41,41,millilitre per minute,
__export__.unidadesmedida_LD,LD,litre per day,
__export__.unidadesmedida_2J,2J,cubic centimetre per second,
__export__.unidadesmedida_4X,4X,kilolitre per hour,
__export__.unidadesmedida_L2,L2,litre per minute,
__export__.unidadesmedida_G47,G47,cubic centimetre per day,
__export__.unidadesmedida_G78,G78,cubic centimetre per day bar,
__export__.unidadesmedida_G61,G61,cubic centimetre per day kelvin,
__export__.unidadesmedida_G48,G48,cubic centimetre per hour,
__export__.unidadesmedida_G79,G79,cubic centimetre per hour bar,
__export__.unidadesmedida_G62,G62,cubic centimetre per hour kelvin,
__export__.unidadesmedida_G49,G49,cubic centimetre per minute,
__export__.unidadesmedida_G80,G80,cubic centimetre per minute bar,
__export__.unidadesmedida_G63,G63,cubic centimetre per minute kelvin,
__export__.unidadesmedida_G81,G81,cubic centimetre per second bar,
__export__.unidadesmedida_G64,G64,cubic centimetre per second kelvin,
__export__.unidadesmedida_E92,E92,cubic decimetre per hour,
__export__.unidadesmedida_G52,G52,cubic metre per day,
__export__.unidadesmedida_G86,G86,cubic metre per day bar,
__export__.unidadesmedida_G69,G69,cubic metre per day kelvin,
__export__.unidadesmedida_G87,G87,cubic metre per hour bar,
__export__.unidadesmedida_G70,G70,cubic metre per hour kelvin,
__export__.unidadesmedida_G53,G53,cubic metre per minute,
__export__.unidadesmedida_G88,G88,cubic metre per minute bar,
__export__.unidadesmedida_G71,G71,cubic metre per minute kelvin,
__export__.unidadesmedida_G89,G89,cubic metre per second bar,
__export__.unidadesmedida_G72,G72,cubic metre per second kelvin,
__export__.unidadesmedida_G82,G82,litre per day bar,
__export__.unidadesmedida_G65,G65,litre per day kelvin,
__export__.unidadesmedida_G83,G83,litre per hour bar,
__export__.unidadesmedida_G66,G66,litre per hour kelvin,
__export__.unidadesmedida_G84,G84,litre per minute bar,
__export__.unidadesmedida_G67,G67,litre per minute kelvin,
__export__.unidadesmedida_G51,G51,litre per second,
__export__.unidadesmedida_G85,G85,litre per second bar,
__export__.unidadesmedida_G68,G68,litre per second kelvin,
__export__.unidadesmedida_G54,G54,millilitre per day,
__export__.unidadesmedida_G90,G90,millilitre per day bar,
__export__.unidadesmedida_G73,G73,millilitre per day kelvin,
__export__.unidadesmedida_G55,G55,millilitre per hour,
__export__.unidadesmedida_G91,G91,millilitre per hour bar,
__export__.unidadesmedida_G74,G74,millilitre per hour kelvin,
__export__.unidadesmedida_G92,G92,millilitre per minute bar,
__export__.unidadesmedida_G75,G75,millilitre per minute kelvin,
__export__.unidadesmedida_G93,G93,millilitre per second bar,
__export__.unidadesmedida_G76,G76,millilitre per second kelvin,
__export__.unidadesmedida_2K,2K,cubic foot per hour,
__export__.unidadesmedida_2L,2L,cubic foot per minute,
__export__.unidadesmedida_5A,5A,barrel (US) per minute,
__export__.unidadesmedida_G2,G2,US gallon per minute,
__export__.unidadesmedida_G3,G3,Imperial gallon per minute,
__export__.unidadesmedida_G56,G56,cubic inch per hour,
__export__.unidadesmedida_G57,G57,cubic inch per minute,
__export__.unidadesmedida_G58,G58,cubic inch per second,
__export__.unidadesmedida_G50,G50,gallon (US) per hour,
__export__.unidadesmedida_J58,J58,barrel (UK petroleum) per minute,
__export__.unidadesmedida_J59,J59,barrel (UK petroleum) per day,
__export__.unidadesmedida_J60,J60,barrel (UK petroleum) per hour,
__export__.unidadesmedida_J61,J61,barrel (UK petroleum) per second,
__export__.unidadesmedida_J62,J62,barrel (US petroleum) per hour,
__export__.unidadesmedida_J63,J63,barrel (US petroleum) per second,
__export__.unidadesmedida_J64,J64,bushel (UK) per day,
__export__.unidadesmedida_J65,J65,bushel (UK) per hour,
__export__.unidadesmedida_J66,J66,bushel (UK) per minute,
__export__.unidadesmedida_J67,J67,bushel (UK) per second,
__export__.unidadesmedida_J68,J68,bushel (US dry) per day,
__export__.unidadesmedida_J69,J69,bushel (US dry) per hour,
__export__.unidadesmedida_J70,J70,bushel (US dry) per minute,
__export__.unidadesmedida_J71,J71,bushel (US dry) per second,
__export__.unidadesmedida_J90,J90,cubic decimetre per day,
__export__.unidadesmedida_J92,J92,cubic decimetre per minute,
__export__.unidadesmedida_J93,J93,cubic decimetre per second,
__export__.unidadesmedida_N45,N45,cubic metre per second pascal,Power of the SI base unit meter by exponent 3 divided by the product of the SI base unit second and the derived SI base unit pascal.
__export__.unidadesmedida_J95,J95,ounce (UK fluid) per day,
__export__.unidadesmedida_J96,J96,ounce (UK fluid) per hour,
__export__.unidadesmedida_J97,J97,ounce (UK fluid) per minute,
__export__.unidadesmedida_J98,J98,ounce (UK fluid) per second,
__export__.unidadesmedida_J99,J99,ounce (US fluid) per day,
__export__.unidadesmedida_K10,K10,ounce (US fluid) per hour,
__export__.unidadesmedida_K11,K11,ounce (US fluid) per minute,
__export__.unidadesmedida_K12,K12,ounce (US fluid) per second,
__export__.unidadesmedida_K22,K22,cubic foot per day,
__export__.unidadesmedida_K26,K26,gallon (UK) per day,
__export__.unidadesmedida_K27,K27,gallon (UK) per hour,
__export__.unidadesmedida_K28,K28,gallon (UK) per second,
__export__.unidadesmedida_K30,K30,gallon (US liquid) per second,
__export__.unidadesmedida_K32,K32,gill (UK) per day,
__export__.unidadesmedida_K33,K33,gill (UK) per hour,
__export__.unidadesmedida_K34,K34,gill (UK) per minute,
__export__.unidadesmedida_K35,K35,gill (UK) per second,
__export__.unidadesmedida_K36,K36,gill (US) per day,
__export__.unidadesmedida_K37,K37,gill (US) per hour,
__export__.unidadesmedida_K38,K38,gill (US) per minute,
__export__.unidadesmedida_K39,K39,gill (US) per second,
__export__.unidadesmedida_K94,K94,quart (UK liquid) per day,
__export__.unidadesmedida_K95,K95,quart (UK liquid) per hour,
__export__.unidadesmedida_K96,K96,quart (UK liquid) per minute,
__export__.unidadesmedida_K97,K97,quart (UK liquid) per second,
__export__.unidadesmedida_K98,K98,quart (US liquid) per day,
__export__.unidadesmedida_K99,K99,quart (US liquid) per hour,
__export__.unidadesmedida_L10,L10,quart (US liquid) per minute,
__export__.unidadesmedida_L11,L11,quart (US liquid) per second,
__export__.unidadesmedida_L44,L44,peck (UK) per day,
__export__.unidadesmedida_L45,L45,peck (UK) per hour,
__export__.unidadesmedida_L46,L46,peck (UK) per minute,
__export__.unidadesmedida_L47,L47,peck (UK) per second,
__export__.unidadesmedida_L48,L48,peck (US dry) per day,
__export__.unidadesmedida_L49,L49,peck (US dry) per hour,
__export__.unidadesmedida_L50,L50,peck (US dry) per minute,
__export__.unidadesmedida_L51,L51,peck (US dry) per second,
__export__.unidadesmedida_L53,L53,pint (UK) per day,
__export__.unidadesmedida_L54,L54,pint (UK) per hour,
__export__.unidadesmedida_L55,L55,pint (UK) per minute,
__export__.unidadesmedida_L56,L56,pint (UK) per second,
__export__.unidadesmedida_L57,L57,pint (US liquid) per day,
__export__.unidadesmedida_L58,L58,pint (US liquid) per hour,
__export__.unidadesmedida_L59,L59,pint (US liquid) per minute,
__export__.unidadesmedida_L60,L60,pint (US liquid) per second,
__export__.unidadesmedida_M12,M12,cubic yard per day,
__export__.unidadesmedida_M13,M13,cubic yard per hour,
__export__.unidadesmedida_M15,M15,cubic yard per minute,
__export__.unidadesmedida_M16,M16,cubic yard per second,
__export__.unidadesmedida_H60,H60,cubic metre per cubic metre,
__export__.unidadesmedida_F92,F92,bar cubic metre per second,
__export__.unidadesmedida_F91,F91,bar litre per second,
__export__.unidadesmedida_K87,K87,psi cubic inch per second,
__export__.unidadesmedida_K88,K88,psi litre per second,
__export__.unidadesmedida_K89,K89,psi cubic metre per second,
__export__.unidadesmedida_K90,K90,psi cubic yard per second,
__export__.unidadesmedida_Q29,Q29,microgram per hectogram,Microgram per hectogram.
__export__.unidadesmedida_Q37,Q37,Standard cubic metre per day,Standard cubic metre (temperature 15°C and pressure 101325 millibars ) per day
__export__.unidadesmedida_Q38,Q38,Standard cubic metre per hour,Standard cubic metre (temperature 15°C and pressure 101325 millibars ) per hour
__export__.unidadesmedida_Q39,Q39,Normalized cubic metre per day,Normalized cubic metre (temperature 0°C and pressure 101325 millibars ) per day
__export__.unidadesmedida_Q40,Q40,Normalized cubic metre per hour,Normalized cubic metre (temperature 0°C and pressure 101325 millibars ) per hour
__export__.unidadesmedida_KWN,KWN,Kilowatt hour per normalized cubic metre,Kilowatt hour per normalized cubic metre (temperature 0°C and pressure 101325 millibars ).
__export__.unidadesmedida_KWS,KWS,Kilowatt hour per standard cubic metre,Kilowatt hour per standard cubic metre (temperature 15°C and pressure 101325 millibars).
__export__.unidadesmedida_Q41,Q41,Joule per normalised cubic metre,Joule per normalised cubic metre (temperature 0°C and pressure 101325 millibars).
__export__.unidadesmedida_Q42,Q42,Joule per standard cubic metre,Joule per standard cubic metre (temperature 15°C and pressure 101325 millibars).
__export__.unidadesmedida_KEL,KEL,kelvin,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics)
__export__.unidadesmedida_CEL,CEL,degree Celsius,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics)
__export__.unidadesmedida_H12,H12,degree Celsius per hour,
__export__.unidadesmedida_F60,F60,degree Celsius per bar,
__export__.unidadesmedida_E98,E98,degree Celsius per kelvin,
__export__.unidadesmedida_H13,H13,degree Celsius per minute,
__export__.unidadesmedida_H14,H14,degree Celsius per second,
__export__.unidadesmedida_F61,F61,kelvin per bar,
__export__.unidadesmedida_F10,F10,kelvin per hour,
__export__.unidadesmedida_F02,F02,kelvin per kelvin,
__export__.unidadesmedida_F11,F11,kelvin per minute,
__export__.unidadesmedida_F12,F12,kelvin per second,
__export__.unidadesmedida_N79,N79,kelvin per pascal,SI base unit kelvin divided by the derived SI unit pascal.
__export__.unidadesmedida_J20,J20,degree Fahrenheit per kelvin,
__export__.unidadesmedida_J21,J21,degree Fahrenheit per bar,
__export__.unidadesmedida_J26,J26,reciprocal degree Fahrenheit,
__export__.unidadesmedida_A48,A48,degree Rankine,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics)
__export__.unidadesmedida_FAH,FAH,degree Fahrenheit,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics)
__export__.unidadesmedida_J23,J23,degree Fahrenheit per hour,
__export__.unidadesmedida_J24,J24,degree Fahrenheit per minute,
__export__.unidadesmedida_J25,J25,degree Fahrenheit per second,
__export__.unidadesmedida_J28,J28,degree Rankine per hour,
__export__.unidadesmedida_J29,J29,degree Rankine per minute,
__export__.unidadesmedida_J30,J30,degree Rankine per second,
__export__.unidadesmedida_C91,C91,reciprocal kelvin or kelvin to the power minus one,
__export__.unidadesmedida_M20,M20,reciprocal megakelvin or megakelvin to the power minus one,
__export__.unidadesmedida_C64,C64,pascal per kelvin,
__export__.unidadesmedida_F81,F81,bar per kelvin,
__export__.unidadesmedida_C96,C96,reciprocal pascal or pascal to the power minus one,
__export__.unidadesmedida_JOU,JOU,joule,
__export__.unidadesmedida_J55,J55,watt second,
__export__.unidadesmedida_BTU,BTU,British thermal unit (international table),
__export__.unidadesmedida_J39,J39,British thermal unit (mean),
__export__.unidadesmedida_J75,J75,calorie (mean),
__export__.unidadesmedida_K51,K51,kilocalorie (mean),
__export__.unidadesmedida_E14,E14,kilocalorie (international table),
__export__.unidadesmedida_K53,K53,kilocalorie (thermochemical),
__export__.unidadesmedida_N66,N66,British thermal unit (39 ºF) ,Unit of heat energy according to the Imperial system of units in a reference temperature of 39 °F.
__export__.unidadesmedida_N67,N67,British thermal unit (59 ºF),Unit of heat energy according to the Imperial system of units in a reference temperature of 59 °F.
__export__.unidadesmedida_N68,N68,British thermal unit (60 ºF) ,Unit of head energy according to the Imperial system of units at a reference temperature of 60 °F.
__export__.unidadesmedida_N69,N69,calorie (20 ºC) ,"Unit for quantity of heat, which is to be required for 1 g air free water at a constant pressure from 101,325 kPa, to warm up the pressure of standard atmosphere at sea level, from 19,5 °C on 20,5 °C."
__export__.unidadesmedida_N70,N70,quad (1015 BtuIT),Unit of heat energy according to the imperial system of units.
__export__.unidadesmedida_N71,N71,therm (EC),"Unit of heat energy in commercial use, within the EU defined: 1 thm (EC) = 100 000 BtuIT."
__export__.unidadesmedida_N72,N72,therm (U.S.),Unit of heat energy in commercial use.
__export__.unidadesmedida_WTT,WTT,watt,
__export__.unidadesmedida_KWT,KWT,kilowatt,
__export__.unidadesmedida_2I,2I,British thermal unit (international table) per hour,
__export__.unidadesmedida_J44,J44,British thermal unit (international table) per minute,
__export__.unidadesmedida_J45,J45,British thermal unit (international table) per second,
__export__.unidadesmedida_J47,J47,British thermal unit (thermochemical) per hour,
__export__.unidadesmedida_J51,J51,British thermal unit (thermochemical) per minute,
__export__.unidadesmedida_J52,J52,British thermal unit (thermochemical) per second,
__export__.unidadesmedida_J81,J81,calorie (thermochemical) per minute,
__export__.unidadesmedida_J82,J82,calorie (thermochemical) per second,
__export__.unidadesmedida_E15,E15,kilocalorie (thermochemical) per hour,
__export__.unidadesmedida_K54,K54,kilocalorie (thermochemical) per minute,
__export__.unidadesmedida_K55,K55,kilocalorie (thermochemical) per second,
__export__.unidadesmedida_D54,D54,watt per square metre,
__export__.unidadesmedida_N48,N48,watt per square centimetre ,"Derived SI unit watt divided by the power of the 0,01-fold the SI base unit metre by exponent 2."
__export__.unidadesmedida_N49,N49,watt per square inch ,Derived SI unit watt divided by the power of the unit inch according to the Anglo-American and Imperial system of units by exponent 2.
__export__.unidadesmedida_N50,N50,British thermal unit (international table) per square foot hour,Unit of the surface heat flux according to the Imperial system of units.
__export__.unidadesmedida_N51,N51,British thermal unit (thermochemical) per square foot hour,Unit of the surface heat flux according to the Imperial system of units.
__export__.unidadesmedida_N52,N52,British thermal unit (thermochemical) per square foot minute,Unit of the surface heat flux according to the Imperial system of units.
__export__.unidadesmedida_N53,N53,British thermal unit (international table) per square foot second,Unit of the surface heat flux according to the Imperial system of units.
__export__.unidadesmedida_N54,N54,British thermal unit (thermochemical) per square foot second,Unit of the surface heat flux according to the Imperial system of units.
__export__.unidadesmedida_N55,N55,British thermal unit (international table) per square inch second,Unit of the surface heat flux according to the Imperial system of units.
__export__.unidadesmedida_N56,N56,calorie (thermochemical) per square centimetre minute,Unit of the surface heat flux according to the Imperial system of units.
__export__.unidadesmedida_N57,N57,calorie (thermochemical) per square centimetre second,Unit of the surface heat flux according to the Imperial system of units.
__export__.unidadesmedida_D53,D53,watt per metre kelvin,
__export__.unidadesmedida_N80,N80,watt per metre degree Celsius,Derived SI unit watt divided by the product of the SI base unit metre and the unit for temperature degree Celsius.
__export__.unidadesmedida_N81,N81,kilowatt per metre kelvin,1000-fold of the derived SI unit watt divided by the product of the SI base unit metre and the SI base unit kelvin.
__export__.unidadesmedida_N82,N82,kilowatt per metre degree Celsius,1000-fold of the derived SI unit watt divided by the product of the SI base unit metre and the unit for temperature degree Celsius.
__export__.unidadesmedida_A22,A22,British thermal unit (international table) per second foot degree Rankine,
__export__.unidadesmedida_J40,J40,British thermal unit (international table) foot per hour square foot degree Fahrenheit,
__export__.unidadesmedida_J41,J41,British thermal unit (international table) inch per hour square foot degree Fahrenheit,
__export__.unidadesmedida_J42,J42,British thermal unit (international table) inch per second square foot degree Fahrenheit,
__export__.unidadesmedida_J46,J46,British thermal unit (thermochemical) foot per hour square foot degree Fahrenheit,
__export__.unidadesmedida_J48,J48,British thermal unit (thermochemical) inch per hour square foot degree Fahrenheit,
__export__.unidadesmedida_J49,J49,British thermal unit (thermochemical) inch per second square foot degree Fahrenheit,
__export__.unidadesmedida_J78,J78,calorie (thermochemical) per centimetre second degree Celsius,
__export__.unidadesmedida_K52,K52,kilocalorie (international table) per hour metre degree Celsius,
__export__.unidadesmedida_D55,D55,watt per square metre kelvin,
__export__.unidadesmedida_N78,N78,kilowatt per square metre kelvin,1000-fold of the derived SI unit watt divided by the product of the power of the SI base unit metre by exponent 2 and the SI base unit kelvin.
__export__.unidadesmedida_A20,A20,British thermal unit (international table) per second square foot degree Rankine,
__export__.unidadesmedida_A23,A23,British thermal unit (international table) per hour square foot degree Rankine,
__export__.unidadesmedida_N74,N74,British thermal unit (international table) per hour square foot degree Fahrenheit,Unit of the heat transition coefficient according to the Imperial system of units.
__export__.unidadesmedida_N75,N75,British thermal unit (thermochemical) per hour square foot degree Fahrenheit,Unit of the heat transition coefficient according to the imperial system of units.
__export__.unidadesmedida_N76,N76,British thermal unit (international table) per second square foot degree Fahrenheit,Unit of the heat transition coefficient according to the imperial system of units.
__export__.unidadesmedida_N77,N77,British thermal unit (thermochemical) per second square foot degree Fahrenheit,Unit of the heat transition coefficient according to the imperial system of units.
__export__.unidadesmedida_D19,D19,square metre kelvin per watt,
__export__.unidadesmedida_J19,J19,degree Fahrenheit hour square foot per British thermal unit (thermochemical),
__export__.unidadesmedida_J22,J22,degree Fahrenheit hour square foot per British thermal unit (international table),
__export__.unidadesmedida_J83,J83,clo,
__export__.unidadesmedida_L14,L14,square metre hour degree Celsius per kilocalorie (international table),
__export__.unidadesmedida_B21,B21,kelvin per watt,
__export__.unidadesmedida_H35,H35,kelvin metre per watt,
__export__.unidadesmedida_N84,N84,degree Fahrenheit hour per British thermal unit (international table),Non SI-conforming unit of the thermal resistance according to the Imperial system of units.
__export__.unidadesmedida_N85,N85,degree Fahrenheit hour per British thermal unit (thermochemical),Non SI-conforming unit of the thermal resistance according to the Imperial system of units.
__export__.unidadesmedida_N86,N86,degree Fahrenheit second per British thermal unit (international table),Non SI-conforming unit of the thermal resistance according to the Imperial system of units.
__export__.unidadesmedida_N87,N87,degree Fahrenheit second per British thermal unit (thermochemical),Non SI-conforming unit of the thermal resistance according to the Imperial system of units.
__export__.unidadesmedida_N88,N88,degree Fahrenheit hour square foot per British thermal unit (international table) inch,Unit of specific thermal resistance according to the Imperial system of units.
__export__.unidadesmedida_N89,N89,degree Fahrenheit hour square foot per British thermal unit (thermochemical) inch,Unit of specific thermal resistance according to the Imperial system of units.
__export__.unidadesmedida_D52,D52,watt per kelvin,
__export__.unidadesmedida_S4,S4,square metre per second,Synonym: metre squared per second (square metres/second US)
__export__.unidadesmedida_S3,S3,square foot per second,Synonym: foot squared per second
__export__.unidadesmedida_E97,E97,millimetre per degree Celcius metre,
__export__.unidadesmedida_F53,F53,millimetre per kelvin,
__export__.unidadesmedida_N83,N83,metre per degree Celcius metre,SI base unit metre divided by the product of the unit degree Celsius and the SI base unit metre.
__export__.unidadesmedida_JE,JE,joule per kelvin,
__export__.unidadesmedida_B41,B41,kilojoule per kelvin,
__export__.unidadesmedida_J43,J43,British thermal unit (international table) per pound degree Fahrenheit,
__export__.unidadesmedida_J50,J50,British thermal unit (thermochemical) per pound degree Fahrenheit,
__export__.unidadesmedida_J76,J76,calorie (international table) per gram degree Celsius,
__export__.unidadesmedida_J79,J79,calorie (thermochemical) per gram degree Celsius,
__export__.unidadesmedida_N60,N60,British thermal unit (international table) per degree Fahrenheit,Unit of the heat capacity according to the Imperial system of units.
__export__.unidadesmedida_N61,N61,British thermal unit (thermochemical) per degree Fahrenheit,Unit of the heat capacity according to the Imperial system of units.
__export__.unidadesmedida_N62,N62,British thermal unit (international table) per degree Rankine,Unit of the heat capacity according to the Imperial system of units.
__export__.unidadesmedida_N63,N63,British thermal unit (thermochemical) per degree Rankine,Unit of the heat capacity according to the Imperial system of units.
__export__.unidadesmedida_N64,N64,British thermal unit (thermochemical) per pound degree Rankine,Unit of the heat capacity (British thermal unit according to the international table according to the Rankine degree) according to the Imperial system of units divided by the unit avoirdupois pound according to the avoirdupois system of units.
__export__.unidadesmedida_N65,N65,kilocalorie (international table) per gram kelvin,"Unit of the mass-related heat capacity as quotient 1000-fold of the calorie (international table) divided by the product of the 0,001-fold of the SI base units kilogram and kelvin."
__export__.unidadesmedida_B11,B11,joule per kilogram kelvin,
__export__.unidadesmedida_B43,B43,kilojoule per kilogram kelvin,
__export__.unidadesmedida_A21,A21,British thermal unit (international table) per pound degree Rankine,
__export__.unidadesmedida_C62,C62,one,Synonym: unit
__export__.unidadesmedida_JE,JE,joule per kelvin,
__export__.unidadesmedida_J2,J2,joule per kilogram,
__export__.unidadesmedida_D95,D95,joule per gram,
__export__.unidadesmedida_JK,JK,megajoule per kilogram,
__export__.unidadesmedida_B42,B42,kilojoule per kilogram,
__export__.unidadesmedida_AZ,AZ,British thermal unit (international table) per pound,
__export__.unidadesmedida_N73,N73,British thermal unit (thermochemical) per pound,Unit of the heat energy according to the Imperial system of units divided the unit avoirdupois pound according to the avoirdupois system of units.
__export__.unidadesmedida_N58,N58,British thermal unit (international table) per cubic foot ,Unit of the energy density according to the Imperial system of units.
__export__.unidadesmedida_N59,N59,British thermal unit (thermochemical) per cubic foot,Unit of the energy density according to the Imperial system of units.
__export__.unidadesmedida_Q31,Q31,kilojoule per gram,
__export__.unidadesmedida_AMP,AMP,ampere,
__export__.unidadesmedida_B22,B22,kiloampere,
__export__.unidadesmedida_H38,H38,megaampere,
__export__.unidadesmedida_4K,4K,milliampere,
__export__.unidadesmedida_B84,B84,microampere,
__export__.unidadesmedida_C39,C39,nanoampere,
__export__.unidadesmedida_C70,C70,picoampere,
__export__.unidadesmedida_N96,N96,biot,CGS (Centimetre-Gram-Second system) unit of the electric power which is defined by a force of 2 dyn per cm between two parallel conductors of infinite length with negligible cross-section in the distance of 1 cm.
__export__.unidadesmedida_N97,N97,gilbert,"CGS (Centimetre-Gram-Second system) unit of the magnetomotive force, which is defined by the work to increase the magnetic potential of a positive common pol with 1 erg."
__export__.unidadesmedida_COU,COU,coulomb,
__export__.unidadesmedida_A8,A8,ampere second,
__export__.unidadesmedida_H32,H32,ampere squared second,
__export__.unidadesmedida_AMH,AMH,ampere hour,A unit of electric charge defining the amount of charge accumulated by a steady flow of one ampere for one hour.
__export__.unidadesmedida_TAH,TAH,kiloampere hour (thousand ampere hour),
__export__.unidadesmedida_D77,D77,megacoulomb,
__export__.unidadesmedida_D86,D86,millicoulomb,
__export__.unidadesmedida_B26,B26,kilocoulomb,
__export__.unidadesmedida_B86,B86,microcoulomb,
__export__.unidadesmedida_C40,C40,nanocoulomb,
__export__.unidadesmedida_C71,C71,picocoulomb,
__export__.unidadesmedida_E09,E09,milliampere hour,A unit of power load delivered at the rate of one thousandth of an ampere over a period of one hour.
__export__.unidadesmedida_N95,N95,ampere minute,A unit of electric charge defining the amount of charge accumulated by a steady flow of one ampere for one minute..
__export__.unidadesmedida_N94,N94,franklin,"CGS (Centimetre-Gram-Second system) unit of the electrical charge, where the charge amounts to exactly 1 Fr where the force of 1 dyn on an equal load is performed at a distance of 1 cm."
__export__.unidadesmedida_A29,A29,coulomb per cubic metre,
__export__.unidadesmedida_A84,A84,gigacoulomb per cubic metre,
__export__.unidadesmedida_A30,A30,coulomb per cubic millimetre,
__export__.unidadesmedida_B69,B69,megacoulomb per cubic metre,
__export__.unidadesmedida_A28,A28,coulomb per cubic centimetre,
__export__.unidadesmedida_B27,B27,kilocoulomb per cubic metre,
__export__.unidadesmedida_D88,D88,millicoulomb per cubic metre,
__export__.unidadesmedida_B87,B87,microcoulomb per cubic metre,
__export__.unidadesmedida_A34,A34,coulomb per square metre,
__export__.unidadesmedida_B70,B70,megacoulomb per square metre,
__export__.unidadesmedida_A35,A35,coulomb per square millimetre,
__export__.unidadesmedida_A33,A33,coulomb per square centimetre,
__export__.unidadesmedida_B28,B28,kilocoulomb per square metre,
__export__.unidadesmedida_D89,D89,millicoulomb per square metre,
__export__.unidadesmedida_B88,B88,microcoulomb per square metre,
__export__.unidadesmedida_D50,D50,volt per metre,
__export__.unidadesmedida_H45,H45,volt second per metre,
__export__.unidadesmedida_D45,D45,volt squared per kelvin squared,
__export__.unidadesmedida_D51,D51,volt per millimetre,
__export__.unidadesmedida_H24,H24,volt per microsecond,
__export__.unidadesmedida_H62,H62,millivolt per minute,
__export__.unidadesmedida_H46,H46,volt per second,
__export__.unidadesmedida_B79,B79,megavolt per metre,
__export__.unidadesmedida_B55,B55,kilovolt per metre,
__export__.unidadesmedida_D47,D47,volt per centimetre,
__export__.unidadesmedida_C30,C30,millivolt per metre,
__export__.unidadesmedida_C3,C3,microvolt per metre,
__export__.unidadesmedida_G60,G60,volt per bar,
__export__.unidadesmedida_N98,N98,volt per pascal,Derived SI unit volt divided by the derived SI unit pascal.
__export__.unidadesmedida_F87,F87,volt per litre minute,
__export__.unidadesmedida_H22,H22,volt square inch per pound-force,
__export__.unidadesmedida_H23,H23,volt per inch,
__export__.unidadesmedida_VLT,VLT,volt,
__export__.unidadesmedida_B78,B78,megavolt,
__export__.unidadesmedida_KVT,KVT,kilovolt,
__export__.unidadesmedida_2Z,2Z,millivolt,
__export__.unidadesmedida_D82,D82,microvolt,
__export__.unidadesmedida_N99,N99,picovolt,"0,000 000 000 001-fold of the derived SI unit volt."
__export__.unidadesmedida_FAR,FAR,farad,
__export__.unidadesmedida_H48,H48,attofarad,
__export__.unidadesmedida_C10,C10,millifarad,
__export__.unidadesmedida_4O,4O,microfarad,
__export__.unidadesmedida_C41,C41,nanofarad,
__export__.unidadesmedida_4T,4T,picofarad,
__export__.unidadesmedida_N90,N90,kilofarad,1000-fold of the derived SI unit farad.
__export__.unidadesmedida_A69,A69,farad per metre,
__export__.unidadesmedida_H28,H28,microfarad per kilometre,
__export__.unidadesmedida_H33,H33,farad per kilometre,
__export__.unidadesmedida_B89,B89,microfarad per metre,
__export__.unidadesmedida_C42,C42,nanofarad per metre,
__export__.unidadesmedida_C72,C72,picofarad per metre,
__export__.unidadesmedida_C62,C62,one,Synonym: unit
__export__.unidadesmedida_C62,C62,one,Synonym: unit
__export__.unidadesmedida_A26,A26,coulomb metre,
__export__.unidadesmedida_A41,A41,ampere per square metre,
__export__.unidadesmedida_H31,H31,ampere per kilogram,
__export__.unidadesmedida_B66,B66,megaampere per square metre,
__export__.unidadesmedida_A7,A7,ampere per square millimetre,
__export__.unidadesmedida_A4,A4,ampere per square centimetre,
__export__.unidadesmedida_B23,B23,kiloampere per square metre,
__export__.unidadesmedida_G59,G59,milliampere per litre minute,
__export__.unidadesmedida_N93,N93,ampere per pascal,SI base unit ampere divided by the derived SI unit pascal.
__export__.unidadesmedida_F57,F57,milliampere per pound-force per square inch,
__export__.unidadesmedida_F59,F59,milliampere per bar,
__export__.unidadesmedida_AE,AE,ampere per metre,
__export__.unidadesmedida_B24,B24,kiloampere per metre,
__export__.unidadesmedida_A3,A3,ampere per millimetre,
__export__.unidadesmedida_A2,A2,ampere per centimetre,
__export__.unidadesmedida_F76,F76,milliampere per millimetre,
__export__.unidadesmedida_F08,F08,milliampere per inch,
__export__.unidadesmedida_P10,P10,coulomb per metre,Derived SI unit coulomb divided by the SI base unit metre.
__export__.unidadesmedida_D33,D33,tesla,
