id,clave,name
__export__.prodserv_10201901,10201901,Rosal vivo anna
__export__.prodserv_10201902,10201902,Rosal vivo bella vita
__export__.prodserv_10201903,10201903,Rosal vivo bridal dream
__export__.prodserv_10201904,10201904,Rosal vivo candy bianca
__export__.prodserv_10201905,10201905,Rosal vivo caress
__export__.prodserv_10201906,10201906,Rosal vivo carolina
__export__.prodserv_10201907,10201907,Rosal vivo climax
__export__.prodserv_10201908,10201908,Rosal vivo danny
__export__.prodserv_10201909,10201909,Rosal vivo dolce vita
__export__.prodserv_10201910,10201910,Rosal vivo elite
__export__.prodserv_10201911,10201911,Rosal vivo emma
__export__.prodserv_10201912,10201912,Rosal vivo engagement
__export__.prodserv_10201913,10201913,Rosal vivo esther
__export__.prodserv_10201914,10201914,Rosal vivo excalibur
__export__.prodserv_10201915,10201915,Rosal vivo exciting
__export__.prodserv_10201916,10201916,Rosal vivo first lady
__export__.prodserv_10201917,10201917,Rosal vivo geraldine
__export__.prodserv_10201918,10201918,Rosal vivo gotcha
__export__.prodserv_10201919,10201919,Rosal vivo harmonie
__export__.prodserv_10201920,10201920,Rosal vivo heaven
__export__.prodserv_10201921,10201921,Rosal vivo high and elegant
__export__.prodserv_10201922,10201922,Rosal vivo katherine
__export__.prodserv_10201923,10201923,Rosal vivo king kong
__export__.prodserv_10201924,10201924,Rosal vivo livia
__export__.prodserv_10201925,10201925,Rosal vivo lorena
__export__.prodserv_10201926,10201926,Rosal vivo lovely
__export__.prodserv_10201927,10201927,Rosal vivo maaike
__export__.prodserv_10201928,10201928,Rosal vivo marilyn
__export__.prodserv_10201929,10201929,Rosal vivo marlise
__export__.prodserv_10201930,10201930,Rosal vivo miranda o ausimmon
__export__.prodserv_10201931,10201931,Rosal vivo mona lisa
__export__.prodserv_10201932,10201932,Rosal vivo nirvana
__export__.prodserv_10201933,10201933,Rosal vivo o hara
__export__.prodserv_10201934,10201934,Rosal vivo ole
__export__.prodserv_10201935,10201935,Rosal vivo olga
__export__.prodserv_10201936,10201936,Rosal vivo pacífica
__export__.prodserv_10201937,10201937,Rosal vivo party mix
__export__.prodserv_10201938,10201938,Rosal vivo peckoubo o pekcoubo
__export__.prodserv_10201939,10201939,Rosal vivo phoebe o ausnotice
__export__.prodserv_10201940,10201940,Rosal vivo pink farfalla
__export__.prodserv_10201941,10201941,Rosal vivo pink finess
__export__.prodserv_10201942,10201942,Rosal vivo pink magic
__export__.prodserv_10201943,10201943,Rosal vivo pink osiana
__export__.prodserv_10201944,10201944,Rosal vivo pretty woman
__export__.prodserv_10201945,10201945,Rosal vivo romance
__export__.prodserv_10201946,10201946,Rosal vivo romantic antike o antique
__export__.prodserv_10201947,10201947,Rosal vivo rosalind o astew
__export__.prodserv_10201948,10201948,Rosal vivo rosita vendela
__export__.prodserv_10201949,10201949,Rosal vivo secret garden
__export__.prodserv_10201950,10201950,Rosal vivo solaire
__export__.prodserv_10201951,10201951,Rosal vivo sophie
__export__.prodserv_10201952,10201952,Rosal vivo sweet akito
__export__.prodserv_10201953,10201953,Rosal vivo sweet avalanche
__export__.prodserv_10201954,10201954,Rosal vivo sweet elegance
__export__.prodserv_10201955,10201955,Rosal vivo sweet pink
__export__.prodserv_10201956,10201956,Rosal vivo titanic
__export__.prodserv_10201957,10201957,Rosal vivo toscanini
__export__.prodserv_10201958,10201958,Rosal vivo vania
__export__.prodserv_10201959,10201959,Rosal vivo vanity
